pseudo_id,sample_ratio_tier,label,spatial_block_id,spatial_block_name,latitude,longitude,min_distance_to_landslide_m,elevation,slope,aspect,plan_curvature,profile_curvature,twi,spi,landcover_code,landcover_name,ndvi_mean,soil_clay_fraction,soil_sand_fraction,soil_bulk_density,soil_ph,lithology_major,lithology_code,distance_to_roads,distance_to_streams,event_date,event_year,temporal_quality,rainfall_event_day,ari_3,ari_7,ari_15,ari_30,max_1day_7d,max_3day_30d,rainy_days_7d,rainy_days_15d,rainy_days_30d
NEG_0738,1:1,0,1,Garo Hills Block,25.178406,90.855354,18682.6,344.23,28.63,151.32,-0.004546,0.000015,4.8860,22.3848,60,Bare / sparse vegetation,0.343,29.9,45.9,1.44,5.4,Mixed Sedimentary,SM,20.0,1114.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0739,1:1,0,4,Ri-Bhoi Block,25.708811,91.017591,3892.8,637.01,22.34,321.73,0.002898,0.000627,5.0132,44.5200,10,Tree cover,0.683,27.6,39.4,1.28,4.6,Metamorphic,MT,96.0,5183.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0740,1:1,0,3,East Khasi Block,25.549995,91.959488,2028.0,1722.89,18.71,233.79,-0.003341,-0.000982,5.1601,18.8553,10,Tree cover,0.710,28.9,41.7,1.32,4.5,Metamorphic,MT,132.5,1002.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0741,1:1,0,1,Garo Hills Block,25.951147,90.303446,22533.1,94.02,24.56,100.34,-0.001722,0.000112,5.4136,20.0077,10,Tree cover,0.817,25.1,44.2,1.39,4.9,Mixed Sedimentary,SM,36.8,3726.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0742,1:1,0,2,West Khasi Block,25.093212,91.448979,8514.7,919.97,20.92,201.87,-0.002740,0.001245,5.1724,20.4279,10,Tree cover,0.827,30.0,47.3,1.44,4.9,Siliciclastic Sedimentary,SS,291.3,443.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0743,1:1,0,1,Garo Hills Block,25.275252,90.647757,4108.2,58.88,27.57,97.36,0.000917,-0.002447,5.1902,45.3168,10,Tree cover,0.789,27.0,53.1,1.42,5.1,Mixed Sedimentary,SM,291.5,1968.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0744,1:1,0,1,Garo Hills Block,25.848063,90.095687,21524.9,62.50,33.36,135.49,0.004080,-0.000221,4.6369,29.3173,10,Tree cover,0.766,28.9,51.4,1.36,5.3,Mixed Sedimentary,SM,79.0,42.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0745,1:1,0,1,Garo Hills Block,25.154480,89.845660,33226.3,80.69,22.21,12.18,-0.002573,-0.000249,5.3095,18.7980,10,Tree cover,0.829,30.2,48.4,1.44,5.3,Mixed Sedimentary,SM,75.3,769.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0746,1:1,0,5,Jaintia Hills Block,25.062084,92.805123,9224.2,456.01,23.14,246.27,0.000303,0.000582,4.8891,25.9667,10,Tree cover,0.819,29.4,44.3,1.43,5.3,Siliciclastic Sedimentary,SS,171.7,28.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0747,1:1,0,1,Garo Hills Block,25.160730,90.360475,17961.5,25.00,23.89,35.55,-0.003151,0.000471,5.1993,19.4134,10,Tree cover,0.828,30.1,44.4,1.44,4.8,Mixed Sedimentary,SM,314.6,776.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0748,1:1,0,3,East Khasi Block,25.192560,91.927379,5390.1,1285.52,29.60,121.89,0.000545,0.000224,4.8573,25.5323,10,Tree cover,0.822,29.6,52.8,1.44,5.3,Siliciclastic Sedimentary,SS,92.7,51.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0749,1:1,0,2,West Khasi Block,25.531983,91.238894,1640.2,877.64,15.02,287.80,-0.002599,0.000446,5.4977,18.0493,10,Tree cover,0.655,29.5,40.9,1.33,4.7,Metamorphic,MT,18.0,1601.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0750,1:1,0,1,Garo Hills Block,25.445955,90.212158,6013.5,44.09,26.69,179.39,0.004679,0.000025,4.8686,29.2964,10,Tree cover,0.688,22.5,46.5,1.36,5.1,Mixed Sedimentary,SM,211.3,1666.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0751,1:1,0,5,Jaintia Hills Block,25.302258,92.799952,10560.0,532.42,17.90,108.63,-0.000299,0.001368,5.9649,38.5053,10,Tree cover,0.774,25.9,44.4,1.41,5.3,Siliciclastic Sedimentary,SS,241.0,1386.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0752,1:1,0,3,East Khasi Block,25.123319,91.944462,9591.6,1253.69,20.72,190.56,-0.000596,0.002507,5.3048,18.1410,10,Tree cover,0.830,30.3,52.5,1.44,5.2,Siliciclastic Sedimentary,SS,250.2,1079.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0753,1:1,0,3,East Khasi Block,25.131792,91.955471,8170.9,1255.52,19.19,180.91,-0.000086,0.002064,5.4610,18.0013,10,Tree cover,0.830,30.3,52.2,1.44,5.2,Siliciclastic Sedimentary,SS,66.9,65.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0754,1:1,0,2,West Khasi Block,25.486010,91.248355,3339.4,903.90,22.50,291.29,0.002560,0.000998,5.0475,20.5987,10,Tree cover,0.669,31.0,41.2,1.35,4.7,Metamorphic,MT,108.9,1088.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0755,1:1,0,4,Ri-Bhoi Block,26.032492,91.775368,5864.2,1114.94,22.02,24.30,-0.001257,0.002242,5.4042,34.5937,60,Bare / sparse vegetation,0.162,35.1,38.2,1.37,4.5,Metamorphic,MT,17.8,4063.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0756,1:1,0,1,Garo Hills Block,26.095756,89.889326,55559.5,68.75,26.91,347.53,0.002374,0.001235,4.7656,49.5722,10,Tree cover,0.821,22.6,50.3,1.43,5.3,Mixed Sedimentary,SM,61.0,2639.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0757,1:1,0,3,East Khasi Block,25.420660,91.603108,3200.3,1459.24,33.24,45.60,-0.003921,-0.000261,4.4446,40.0480,10,Tree cover,0.701,33.3,43.5,1.37,4.6,Metamorphic,MT,54.9,330.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0758,1:1,0,1,Garo Hills Block,25.734455,90.268605,11409.6,66.69,22.38,207.81,0.001531,0.002049,5.1044,44.5812,10,Tree cover,0.697,30.2,44.7,1.33,5.0,Mixed Sedimentary,SM,56.6,5468.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0759,1:1,0,1,Garo Hills Block,25.114821,90.962463,11579.5,457.05,15.08,306.76,-0.001949,0.001180,5.7223,18.3694,10,Tree cover,0.829,30.2,44.1,1.44,5.4,Mixed Sedimentary,SM,95.3,1196.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0760,1:1,0,3,East Khasi Block,25.039789,91.987193,16633.4,1092.83,27.32,224.45,-0.003646,0.000070,4.4939,33.0238,10,Tree cover,0.812,28.7,51.2,1.43,5.1,Siliciclastic Sedimentary,SS,136.8,457.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0761,1:1,0,5,Jaintia Hills Block,25.478340,92.039272,1694.5,1654.60,23.92,197.26,0.000822,0.002064,4.9627,21.8862,10,Tree cover,0.672,31.3,44.8,1.35,4.7,Metamorphic,MT,33.2,617.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0762,1:1,0,3,East Khasi Block,25.427759,91.792519,2576.4,1626.88,26.43,12.81,0.000533,-0.001371,4.9617,33.7328,60,Bare / sparse vegetation,0.233,33.1,38.1,1.37,4.3,Metamorphic,MT,3.5,639.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0763,1:1,0,2,West Khasi Block,25.245984,91.599834,2277.6,1212.32,34.57,76.21,-0.001489,0.000638,4.5966,43.6942,10,Tree cover,0.803,28.1,44.2,1.43,5.2,Siliciclastic Sedimentary,SS,35.8,636.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0764,1:1,0,4,Ri-Bhoi Block,25.959908,92.602683,26530.4,681.48,18.25,128.86,-0.004636,0.000217,5.9056,20.3556,10,Tree cover,0.819,34.9,39.8,1.35,4.6,Metamorphic,MT,69.8,1323.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0765,1:1,0,4,Ri-Bhoi Block,25.795140,91.947188,7126.6,1470.43,23.04,147.66,-0.002139,-0.001625,5.2905,37.1716,60,Bare / sparse vegetation,0.399,29.9,41.3,1.29,4.5,Metamorphic,MT,9.5,7997.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0766,1:1,0,5,Jaintia Hills Block,25.164610,92.128231,1604.3,1207.18,25.66,155.88,-0.003267,0.000852,5.0725,19.9585,10,Tree cover,0.828,39.8,25.5,1.33,5.7,Carbonate Sedimentary,SC,117.4,793.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0767,1:1,0,4,Ri-Bhoi Block,25.650647,91.331961,4531.5,1083.28,34.16,234.62,-0.001494,-0.001660,3.9100,47.0869,10,Tree cover,0.660,27.2,44.5,1.29,4.9,Metamorphic,MT,114.0,7812.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0768,1:1,0,3,East Khasi Block,25.191308,91.948905,4399.3,1306.40,27.08,134.45,0.002999,0.000255,5.0547,24.6267,10,Tree cover,0.823,29.7,52.4,1.44,5.2,Siliciclastic Sedimentary,SS,30.6,539.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0769,1:1,0,1,Garo Hills Block,25.185685,90.250389,8414.2,32.99,24.51,142.04,0.004012,-0.000412,5.2412,22.9683,10,Tree cover,0.824,29.8,45.2,1.44,5.0,Mixed Sedimentary,SM,77.8,739.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0770,1:1,0,1,Garo Hills Block,25.065556,89.872233,39916.1,25.00,26.44,327.43,0.004192,-0.000175,4.6358,26.3164,10,Tree cover,0.820,29.5,49.6,1.44,5.3,Mixed Sedimentary,SM,39.1,351.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0771,1:1,0,3,East Khasi Block,25.257215,91.739744,1497.2,1446.80,25.60,43.49,0.000147,0.000392,5.3309,39.6341,10,Tree cover,0.798,27.6,48.8,1.42,5.1,Siliciclastic Sedimentary,SS,99.6,51.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0772,1:1,0,1,Garo Hills Block,25.091427,89.903580,35915.5,25.00,18.89,334.91,0.000937,0.001500,5.3282,20.3874,10,Tree cover,0.826,30.0,50.9,1.44,5.4,Mixed Sedimentary,SM,54.5,245.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0773,1:1,0,2,West Khasi Block,25.144465,91.595502,4428.9,1138.00,22.77,33.05,-0.001365,-0.000940,5.2252,18.2397,10,Tree cover,0.830,30.3,44.2,1.44,5.2,Siliciclastic Sedimentary,SS,63.3,8.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0774,1:1,0,1,Garo Hills Block,25.335018,90.429310,23357.9,25.00,14.84,45.49,-0.001644,0.000949,6.1726,35.7680,40,Cropland,0.660,24.7,46.5,1.40,4.8,Mixed Sedimentary,SM,63.0,1334.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0775,1:1,0,5,Jaintia Hills Block,25.035686,92.013284,16614.8,1045.96,25.96,221.34,-0.002537,0.001435,4.5931,33.2970,10,Tree cover,0.810,28.6,50.2,1.43,5.1,Siliciclastic Sedimentary,SS,59.2,102.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0776,1:1,0,4,Ri-Bhoi Block,26.083306,91.598230,8443.1,993.05,34.46,338.64,0.004727,-0.000158,4.2109,56.8315,10,Tree cover,0.824,34.3,43.7,1.38,4.9,Metamorphic,MT,182.7,305.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0777,1:1,0,4,Ri-Bhoi Block,25.891195,91.882215,2820.1,1329.46,34.21,84.46,-0.000475,0.001561,4.6488,19.8780,10,Tree cover,0.791,33.3,39.1,1.32,4.6,Metamorphic,MT,61.6,4734.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0778,1:1,0,2,West Khasi Block,25.158269,91.479524,1037.3,1081.39,16.21,163.08,0.002966,0.000220,5.8042,18.8001,10,Tree cover,0.829,30.2,46.1,1.44,4.9,Siliciclastic Sedimentary,SS,104.7,2216.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0779,1:1,0,3,East Khasi Block,25.094259,91.885315,11981.0,1270.60,27.52,279.48,0.003318,0.001009,4.6482,21.0322,10,Tree cover,0.827,30.0,53.1,1.44,5.3,Siliciclastic Sedimentary,SS,95.0,2002.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0780,1:1,0,5,Jaintia Hills Block,25.430720,92.342115,5439.3,1157.09,29.40,9.35,-0.003994,-0.000584,4.7124,34.6656,10,Tree cover,0.696,33.0,41.9,1.36,4.8,Metamorphic,MT,64.8,2946.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0781,1:1,0,2,West Khasi Block,25.252817,91.566768,2220.2,1189.49,30.67,96.51,-0.000345,0.002580,4.9193,42.7192,10,Tree cover,0.800,27.8,44.1,1.43,5.1,Siliciclastic Sedimentary,SS,87.4,404.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0782,1:1,0,5,Jaintia Hills Block,25.648029,92.595521,9645.8,842.74,28.94,232.82,-0.001388,-0.001281,4.3230,41.9755,10,Tree cover,0.660,27.2,39.6,1.29,4.6,Metamorphic,MT,42.2,4408.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0783,1:1,0,1,Garo Hills Block,25.555716,90.315345,1601.6,25.00,24.00,266.49,0.002759,0.000977,4.7257,19.6567,10,Tree cover,0.651,24.6,44.1,1.33,4.9,Mixed Sedimentary,SM,20.1,2557.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0784,1:1,0,2,West Khasi Block,25.529384,91.541674,1077.9,1311.48,17.70,244.52,-0.000255,0.002630,5.2902,18.0211,10,Tree cover,0.656,29.5,45.6,1.33,5.0,Metamorphic,MT,110.6,903.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0785,1:1,0,3,East Khasi Block,25.625645,91.901360,1048.4,1774.96,33.49,264.29,0.000622,0.002496,3.9302,38.7466,10,Tree cover,0.752,27.4,39.7,1.29,4.4,Metamorphic,MT,41.6,2797.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0786,1:1,0,1,Garo Hills Block,25.381188,90.685799,1581.0,204.74,18.72,128.56,-0.000168,0.002646,5.7467,36.7827,10,Tree cover,0.725,23.3,52.5,1.38,5.2,Mixed Sedimentary,SM,17.3,3053.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0787,1:1,0,2,West Khasi Block,25.199974,91.111045,2878.3,749.62,32.56,31.95,-0.004933,-0.000040,4.6443,28.2545,10,Tree cover,0.820,29.5,48.8,1.44,5.1,Siliciclastic Sedimentary,SS,180.7,184.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0788,1:1,0,2,West Khasi Block,25.590658,91.303233,2797.3,1024.92,22.75,248.57,0.000954,-0.001281,4.7835,24.7812,10,Tree cover,0.650,27.9,43.4,1.31,4.9,Metamorphic,MT,25.4,2061.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0789,1:1,0,4,Ri-Bhoi Block,26.069001,92.666593,20984.1,520.34,35.74,176.42,0.001269,-0.000449,4.1657,55.4548,10,Tree cover,0.866,34.6,42.1,1.38,4.8,Metamorphic,MT,48.1,1815.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0790,1:1,0,1,Garo Hills Block,25.449704,90.022507,8469.3,40.47,34.18,190.05,0.001889,0.000194,4.2544,31.3024,10,Tree cover,0.686,22.5,53.0,1.36,5.4,Mixed Sedimentary,SM,130.5,770.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0791,1:1,0,3,East Khasi Block,25.576164,91.709414,2996.2,1647.74,18.89,315.21,-0.004032,0.000158,5.1042,21.5322,10,Tree cover,0.650,28.2,39.6,1.31,4.4,Metamorphic,MT,36.5,172.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0792,1:1,0,3,East Khasi Block,25.544710,91.966974,1089.7,1723.05,17.95,230.47,-0.003417,-0.000874,5.2322,18.5079,10,Tree cover,0.705,29.1,42.0,1.32,4.5,Metamorphic,MT,305.8,1691.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0793,1:1,0,3,East Khasi Block,25.635074,91.602872,2169.5,1487.39,33.81,284.81,0.000040,-0.000446,3.9144,41.9846,10,Tree cover,0.656,27.3,43.6,1.29,4.6,Metamorphic,MT,20.9,7854.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0794,1:1,0,4,Ri-Bhoi Block,25.992659,92.259350,7747.6,1074.36,16.15,55.20,0.002012,0.001392,6.0020,24.1094,10,Tree cover,0.827,35.2,45.0,1.36,5.0,Metamorphic,MT,224.9,3096.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0795,1:1,0,5,Jaintia Hills Block,25.566091,92.335428,645.1,1261.87,17.87,316.02,0.003822,0.000306,5.1988,20.1890,10,Tree cover,0.651,28.4,42.2,1.31,4.8,Metamorphic,MT,177.8,356.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0796,1:1,0,3,East Khasi Block,25.111778,91.752098,8564.2,1178.41,15.25,348.07,-0.002264,-0.001106,5.6968,18.5099,10,Tree cover,0.829,30.2,49.4,1.44,5.4,Siliciclastic Sedimentary,SS,76.6,869.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0797,1:1,0,1,Garo Hills Block,25.978465,90.293948,25547.0,113.25,23.17,107.85,-0.000428,0.001971,5.4758,23.9884,10,Tree cover,0.824,24.2,44.3,1.40,4.9,Mixed Sedimentary,SM,154.6,1320.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0798,1:1,0,2,West Khasi Block,25.021707,91.571105,15912.2,1060.37,31.70,265.97,0.001050,0.002268,4.1057,40.9058,10,Tree cover,0.804,28.1,44.1,1.43,5.1,Siliciclastic Sedimentary,SS,116.2,79.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0799,1:1,0,2,West Khasi Block,25.311279,91.392252,4272.1,1059.82,25.57,134.52,0.003131,-0.000564,5.3452,48.0652,10,Tree cover,0.768,25.6,49.8,1.41,4.8,Siliciclastic Sedimentary,SS,147.5,4712.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0800,1:1,0,3,East Khasi Block,25.153765,91.948935,6875.7,1272.67,21.12,158.96,0.001515,0.002069,5.3939,18.7102,10,Tree cover,0.829,30.2,52.4,1.44,5.2,Siliciclastic Sedimentary,SS,40.0,184.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0801,1:1,0,5,Jaintia Hills Block,25.490788,92.721605,16997.3,709.87,28.91,205.22,0.002048,-0.001174,4.5172,20.5985,10,Tree cover,0.668,30.9,44.2,1.34,4.9,Metamorphic,MT,144.5,4307.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0802,1:1,0,3,East Khasi Block,25.528228,91.751654,3785.3,1747.67,15.53,323.60,-0.002029,0.001116,5.4670,18.0093,10,Tree cover,0.839,29.6,38.6,1.33,4.3,Metamorphic,MT,135.1,289.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0803,1:1,0,2,West Khasi Block,25.243251,91.562196,3344.0,1166.56,30.65,99.64,-0.000728,0.002562,4.9054,39.9959,60,Bare / sparse vegetation,0.396,28.2,44.2,1.43,5.1,Siliciclastic Sedimentary,SS,18.5,133.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0804,1:1,0,3,East Khasi Block,25.545933,91.961378,1583.0,1722.36,18.57,232.46,-0.003220,-0.001064,5.1799,18.5936,10,Tree cover,0.709,29.0,41.8,1.32,4.5,Metamorphic,MT,27.9,1397.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0805,1:1,0,3,East Khasi Block,25.111982,91.858114,9710.9,1262.90,23.60,327.89,0.002477,-0.000134,5.0296,18.7740,10,Tree cover,0.829,30.2,52.9,1.44,5.4,Siliciclastic Sedimentary,SS,49.9,518.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0806,1:1,0,5,Jaintia Hills Block,25.647311,92.210662,6084.4,1431.91,31.76,273.10,0.001157,0.001764,4.0962,44.1091,10,Tree cover,0.659,27.2,46.3,1.29,4.8,Metamorphic,MT,199.1,1142.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0807,1:1,0,2,West Khasi Block,25.466234,91.548264,4757.2,1344.24,28.14,213.75,-0.000249,0.001392,4.6719,25.0259,10,Tree cover,0.678,31.8,45.4,1.35,5.0,Metamorphic,MT,21.4,1127.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0808,1:1,0,1,Garo Hills Block,25.351356,89.815819,24797.5,25.00,23.73,40.87,0.002426,-0.001532,5.4282,45.5821,10,Tree cover,0.744,24.1,47.1,1.40,5.2,Mixed Sedimentary,SM,164.2,430.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0809,1:1,0,1,Garo Hills Block,25.119726,90.861008,19741.1,297.29,24.06,189.55,0.001579,0.000435,5.0233,18.3119,10,Tree cover,0.830,30.3,45.7,1.44,5.4,Mixed Sedimentary,SM,213.4,267.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0810,1:1,0,2,West Khasi Block,25.221399,91.574157,800.2,1138.44,31.48,92.41,-0.002584,0.001376,4.7916,34.0229,10,Tree cover,0.813,28.9,44.1,1.43,5.1,Siliciclastic Sedimentary,SS,84.9,496.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0811,1:1,0,2,West Khasi Block,25.041187,91.517576,13083.1,1005.42,26.03,234.60,-0.002457,0.001496,4.6004,31.9666,10,Tree cover,0.812,28.8,44.9,1.43,5.0,Siliciclastic Sedimentary,SS,37.7,1470.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0812,1:1,0,4,Ri-Bhoi Block,26.099626,92.501315,26350.7,651.52,27.08,307.41,-0.003889,-0.000542,4.7369,50.0387,10,Tree cover,0.820,33.8,38.1,1.38,4.5,Metamorphic,MT,114.6,5494.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0813,1:1,0,5,Jaintia Hills Block,25.382130,92.258091,5356.2,1311.76,18.77,50.36,-0.000210,-0.001497,5.7397,36.7064,10,Tree cover,0.724,34.3,45.1,1.38,5.0,Metamorphic,MT,32.0,765.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0814,1:1,0,4,Ri-Bhoi Block,25.898964,92.382356,22897.2,1023.07,31.79,45.02,-0.001330,0.001342,4.8495,18.8907,60,Bare / sparse vegetation,0.307,33.5,40.4,1.32,4.7,Metamorphic,MT,11.4,2056.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0815,1:1,0,1,Garo Hills Block,25.851834,90.675451,21048.3,54.64,27.43,116.56,-0.000862,0.001880,5.1208,26.4248,10,Tree cover,0.768,28.8,52.7,1.36,5.1,Mixed Sedimentary,SM,53.1,151.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0816,1:1,0,2,West Khasi Block,25.578676,91.300502,3069.1,1007.41,20.63,249.40,0.000716,-0.000452,4.9623,22.2252,10,Tree cover,0.650,28.1,43.3,1.31,4.9,Metamorphic,MT,16.5,1140.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0817,1:1,0,4,Ri-Bhoi Block,25.748638,92.372816,17190.9,1085.64,22.04,352.90,-0.001481,-0.000706,5.1872,43.2466,10,Tree cover,0.705,28.5,40.8,1.28,4.7,Metamorphic,MT,134.1,2313.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0818,1:1,0,2,West Khasi Block,25.103289,91.020818,9991.4,500.71,18.89,336.17,-0.001793,-0.001879,5.3727,19.2353,10,Tree cover,0.828,30.1,45.2,1.44,5.3,Siliciclastic Sedimentary,SS,11.7,257.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0819,1:1,0,1,Garo Hills Block,25.161267,90.671787,6745.2,39.11,18.37,141.99,0.000442,0.002248,5.6430,19.1282,10,Tree cover,0.828,30.1,52.8,1.44,5.1,Mixed Sedimentary,SM,19.8,486.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
