pseudo_id,sample_ratio_tier,label,spatial_block_id,spatial_block_name,latitude,longitude,min_distance_to_landslide_m,elevation,slope,aspect,plan_curvature,profile_curvature,twi,spi,landcover_code,landcover_name,ndvi_mean,soil_clay_fraction,soil_sand_fraction,soil_bulk_density,soil_ph,lithology_major,lithology_code,distance_to_roads,distance_to_streams,event_date,event_year,temporal_quality,rainfall_event_day,ari_3,ari_7,ari_15,ari_30,max_1day_7d,max_3day_30d,rainy_days_7d,rainy_days_15d,rainy_days_30d
NEG_0945,1:1,0,4,Ri-Bhoi Block,25.999166,91.178682,16550.6,673.81,20.24,42.64,0.000388,-0.002755,5.6565,26.8536,10,Tree cover,0.828,35.2,39.0,1.36,4.6,Metamorphic,MT,48.1,11.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0946,1:1,0,1,Garo Hills Block,25.609113,90.660633,10694.3,148.47,24.43,255.73,0.000436,0.002351,4.6461,29.2872,10,Tree cover,0.652,26.6,53.0,1.32,5.1,Mixed Sedimentary,SM,75.8,6130.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0947,1:1,0,3,East Khasi Block,25.150093,91.966511,5864.0,1275.09,18.67,165.78,0.001861,0.001264,5.5755,18.4289,10,Tree cover,0.829,30.2,51.9,1.44,5.2,Siliciclastic Sedimentary,SS,4.4,109.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0948,1:1,0,4,Ri-Bhoi Block,25.787686,91.871548,511.6,1477.29,25.25,52.90,0.002964,-0.000662,5.0853,40.6310,10,Tree cover,0.729,29.7,38.9,1.29,4.3,Metamorphic,MT,60.0,7300.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0949,1:1,0,1,Garo Hills Block,25.962612,90.112306,33127.3,25.00,20.60,133.97,-0.004544,-0.000271,5.7131,20.9993,10,Tree cover,0.820,24.7,50.8,1.40,5.3,Mixed Sedimentary,SM,32.6,1368.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0950,1:1,0,5,Jaintia Hills Block,25.508720,92.002930,3425.5,1717.43,18.86,212.86,0.000115,0.001243,5.2594,18.4025,10,Tree cover,0.688,30.2,43.4,1.34,4.6,Metamorphic,MT,117.4,616.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0951,1:1,0,2,West Khasi Block,25.166293,91.105368,4904.3,692.61,26.79,18.23,-0.003718,-0.000041,4.9885,20.2611,10,Tree cover,0.828,30.1,48.6,1.44,5.1,Siliciclastic Sedimentary,SS,96.9,120.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0952,1:1,0,4,Ri-Bhoi Block,25.900900,92.399761,23856.9,993.27,32.63,46.57,-0.001046,0.002244,4.7837,18.7401,10,Tree cover,0.796,33.6,39.8,1.32,4.6,Metamorphic,MT,55.1,522.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0953,1:1,0,3,East Khasi Block,25.612170,91.901004,1797.0,1771.74,31.33,264.61,0.001433,0.002138,4.0949,33.3748,10,Tree cover,0.752,27.5,39.7,1.30,4.4,Metamorphic,MT,133.8,3109.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0954,1:1,0,4,Ri-Bhoi Block,26.095125,92.270170,4784.1,902.30,25.25,341.78,-0.002980,-0.001052,4.9009,47.5787,10,Tree cover,0.821,34.0,44.7,1.38,4.9,Metamorphic,MT,187.2,1372.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0955,1:1,0,1,Garo Hills Block,25.319985,90.053767,6862.5,73.34,25.24,115.44,0.001914,0.000087,5.3627,48.1276,10,Tree cover,0.763,25.2,52.6,1.41,5.4,Mixed Sedimentary,SM,300.3,1364.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0956,1:1,0,4,Ri-Bhoi Block,25.894659,92.625812,26770.4,719.78,30.57,131.88,-0.000944,0.000845,4.9434,19.2792,10,Tree cover,0.792,33.4,40.5,1.32,4.7,Metamorphic,MT,32.5,1245.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0957,1:1,0,2,West Khasi Block,25.046918,91.132100,16743.5,515.04,34.13,321.95,0.003346,-0.000984,3.9669,34.4573,10,Tree cover,0.814,28.9,49.8,1.43,5.0,Siliciclastic Sedimentary,SS,89.7,77.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0958,1:1,0,1,Garo Hills Block,25.723358,90.816146,987.1,289.41,26.34,200.76,-0.002294,0.001452,4.7455,49.6030,10,Tree cover,0.691,30.0,47.5,1.32,5.4,Mixed Sedimentary,SM,208.9,144.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0959,1:1,0,2,West Khasi Block,25.191961,91.012452,2815.8,512.50,23.09,43.32,0.003476,-0.000194,5.3761,23.7674,10,Tree cover,0.822,29.6,45.0,1.44,5.3,Siliciclastic Sedimentary,SS,32.1,27.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0960,1:1,0,2,West Khasi Block,25.043246,91.441197,13860.2,835.67,29.46,218.57,-0.001957,-0.001609,4.3311,33.2293,10,Tree cover,0.813,28.8,47.7,1.43,4.9,Siliciclastic Sedimentary,SS,152.6,1282.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0961,1:1,0,5,Jaintia Hills Block,25.229473,92.477178,9384.7,848.98,31.24,63.29,0.003178,-0.000627,4.8301,36.3112,10,Tree cover,0.810,28.6,52.7,1.43,5.2,Siliciclastic Sedimentary,SS,32.2,2473.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0962,1:1,0,3,East Khasi Block,25.573084,91.727752,1160.9,1683.21,16.68,316.32,-0.004928,0.000007,5.2845,20.7697,10,Tree cover,0.650,28.3,39.1,1.31,4.3,Metamorphic,MT,82.2,106.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0963,1:1,0,3,East Khasi Block,25.501650,91.901677,2507.7,1701.79,29.42,259.05,-0.000510,-0.002531,4.4382,19.2635,10,Tree cover,0.752,23.4,61.2,1.31,4.7,Plutonic Acidic,PA,164.8,270.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0964,1:1,0,1,Garo Hills Block,25.074950,90.797151,22346.0,117.17,28.09,208.68,0.000634,-0.000374,4.5343,24.7061,10,Tree cover,0.823,29.7,48.4,1.44,5.3,Mixed Sedimentary,SM,437.9,515.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0965,1:1,0,2,West Khasi Block,25.108152,91.342930,10239.7,875.44,24.68,198.80,0.002694,-0.000874,4.9282,19.1314,10,Tree cover,0.829,30.2,51.7,1.44,4.8,Siliciclastic Sedimentary,SS,26.9,1494.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0966,1:1,0,3,East Khasi Block,25.470519,91.899671,5121.3,1697.20,34.46,250.96,-0.002287,-0.001394,4.1496,25.4823,10,Tree cover,0.676,31.6,39.6,1.35,4.4,Metamorphic,MT,29.1,955.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0967,1:1,0,4,Ri-Bhoi Block,25.953240,92.759954,11816.6,499.73,17.75,125.71,0.004361,0.000133,5.9556,19.6358,10,Tree cover,0.817,34.8,45.5,1.34,5.0,Metamorphic,MT,20.7,326.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0968,1:1,0,2,West Khasi Block,25.082891,91.494137,8600.1,995.01,19.58,212.87,-0.004562,-0.000259,5.2424,21.5429,10,Tree cover,0.825,29.8,45.6,1.44,5.0,Siliciclastic Sedimentary,SS,163.1,478.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0969,1:1,0,3,East Khasi Block,25.633162,91.809802,2122.5,1694.60,27.70,307.30,0.000086,-0.002851,4.4009,37.1489,10,Tree cover,0.656,27.3,38.1,1.29,4.3,Metamorphic,MT,108.7,4013.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0970,1:1,0,1,Garo Hills Block,25.188129,90.346811,15144.8,25.00,29.60,63.93,-0.004869,-0.000075,4.8424,24.5292,10,Tree cover,0.823,29.7,44.3,1.44,4.9,Mixed Sedimentary,SM,125.9,134.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0971,1:1,0,4,Ri-Bhoi Block,25.986911,92.640517,22492.8,559.91,22.92,140.41,-0.002351,-0.001477,5.4755,25.5184,10,Tree cover,0.826,35.1,41.1,1.36,4.7,Metamorphic,MT,190.5,727.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0972,1:1,0,1,Garo Hills Block,25.785151,90.951723,6082.5,470.03,16.28,83.75,-0.002130,-0.001630,5.7930,32.9320,10,Tree cover,0.727,30.2,44.1,1.34,5.4,Mixed Sedimentary,SM,195.3,5398.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0973,1:1,0,4,Ri-Bhoi Block,26.089097,91.462501,13750.0,910.89,27.28,188.62,-0.004088,0.000504,4.7623,49.4037,10,Tree cover,0.822,34.1,46.9,1.38,5.1,Metamorphic,MT,80.9,232.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0974,1:1,0,3,East Khasi Block,25.444052,91.764017,2143.8,1626.05,25.99,1.71,0.003690,-0.000144,4.9322,29.4559,10,Tree cover,0.689,32.5,38.4,1.36,4.3,Metamorphic,MT,52.6,136.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0975,1:1,0,4,Ri-Bhoi Block,25.986265,91.140077,15394.6,582.68,23.09,39.48,-0.002011,-0.001786,5.4635,25.4469,10,Tree cover,0.826,35.1,38.3,1.36,4.5,Metamorphic,MT,83.9,425.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0976,1:1,0,5,Jaintia Hills Block,25.071222,92.038727,12572.0,1065.29,22.00,210.11,-0.001229,-0.000095,5.0092,23.8946,10,Tree cover,0.822,29.6,49.0,1.44,5.0,Siliciclastic Sedimentary,SS,60.5,153.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0977,1:1,0,5,Jaintia Hills Block,25.422998,92.769079,14095.7,603.13,26.54,158.63,0.003076,-0.001128,4.9715,35.0106,10,Tree cover,0.700,33.2,45.7,1.37,5.0,Metamorphic,MT,42.9,3102.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0978,1:1,0,3,East Khasi Block,25.055098,91.676145,12714.5,1067.28,31.34,319.98,-0.000520,-0.001079,4.2125,30.7372,10,Tree cover,0.817,39.8,23.0,1.31,5.7,Volcanic Basic,VB,138.8,300.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0979,1:1,0,1,Garo Hills Block,25.418861,89.986568,8482.9,86.62,28.17,54.24,0.003668,-0.000542,4.8571,37.1681,10,Tree cover,0.702,22.7,53.0,1.37,5.4,Mixed Sedimentary,SM,84.8,1225.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0980,1:1,0,3,East Khasi Block,25.440542,91.808984,1272.8,1666.46,28.89,4.94,-0.001417,-0.000455,4.7142,31.6794,10,Tree cover,0.690,32.7,38.1,1.36,4.3,Metamorphic,MT,146.7,1187.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0981,1:1,0,3,East Khasi Block,25.303826,91.608652,3394.1,1356.14,26.92,72.76,0.004534,0.000006,5.2425,49.0022,10,Tree cover,0.773,25.9,44.3,1.41,5.2,Siliciclastic Sedimentary,SS,43.2,571.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0982,1:1,0,1,Garo Hills Block,25.512201,90.992397,10229.1,553.07,18.14,304.62,-0.000295,0.000876,5.3058,18.2433,10,Tree cover,0.660,23.3,44.5,1.34,5.3,Mixed Sedimentary,SM,29.9,3240.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0983,1:1,0,1,Garo Hills Block,25.154934,89.843530,33249.2,81.24,22.50,12.44,-0.002604,-0.000382,5.2880,18.8422,10,Tree cover,0.829,30.2,48.3,1.44,5.3,Mixed Sedimentary,SM,20.3,824.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0984,1:1,0,5,Jaintia Hills Block,25.581314,92.189929,1807.6,1378.51,24.42,260.82,-0.001856,0.000602,4.6566,23.4752,10,Tree cover,0.650,28.1,46.7,1.31,5.1,Metamorphic,MT,75.6,2182.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0985,1:1,0,5,Jaintia Hills Block,25.042604,92.206602,9568.7,1087.92,31.88,270.63,-0.002801,-0.001309,4.1359,34.6749,10,Tree cover,0.813,28.8,44.1,1.43,4.8,Siliciclastic Sedimentary,SS,37.5,14.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0986,1:1,0,3,East Khasi Block,25.165616,91.683066,800.9,1272.14,23.13,20.35,0.001029,0.001960,5.2787,19.8759,10,Tree cover,0.828,30.1,46.4,1.44,5.3,Siliciclastic Sedimentary,SS,58.5,496.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0987,1:1,0,1,Garo Hills Block,25.495803,90.875865,6190.8,434.71,29.26,215.09,-0.001476,-0.001414,4.4713,19.9371,10,Tree cover,0.666,23.0,45.3,1.35,5.4,Mixed Sedimentary,SM,333.8,4768.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0988,1:1,0,1,Garo Hills Block,25.523613,90.033277,5399.9,25.00,25.07,249.22,-0.000202,0.002801,4.7168,18.0064,10,Tree cover,0.657,23.6,52.9,1.34,5.4,Mixed Sedimentary,SM,63.7,2582.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0989,1:1,0,2,West Khasi Block,25.042279,91.009057,16817.6,468.63,27.01,305.67,-0.002914,0.001251,4.5247,32.2112,10,Tree cover,0.813,28.8,44.9,1.43,5.3,Siliciclastic Sedimentary,SS,98.0,121.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0990,1:1,0,4,Ri-Bhoi Block,26.008124,92.133806,8187.4,1127.67,26.89,136.66,-0.000451,-0.001579,5.0975,32.0257,10,Tree cover,0.829,35.2,46.8,1.36,5.1,Metamorphic,MT,80.3,1085.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0991,1:1,0,5,Jaintia Hills Block,25.639739,92.786137,24797.0,607.24,25.94,243.79,0.000217,-0.002732,4.5501,37.5348,10,Tree cover,0.657,27.2,46.2,1.29,5.0,Metamorphic,MT,121.4,773.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0992,1:1,0,3,East Khasi Block,25.607843,91.884212,1237.5,1775.29,30.62,274.22,0.002621,0.001310,4.1507,31.7849,10,Tree cover,0.766,27.6,39.2,1.30,4.3,Metamorphic,MT,108.7,1922.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0993,1:1,0,1,Garo Hills Block,25.673810,90.188167,922.8,25.00,25.20,218.29,0.002352,0.001408,4.6776,43.9992,10,Tree cover,0.668,28.9,47.5,1.32,5.1,Mixed Sedimentary,SM,154.6,2682.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0994,1:1,0,1,Garo Hills Block,25.394740,89.858250,19345.8,25.00,25.56,26.57,-0.001287,0.000624,5.1545,40.9615,10,Tree cover,0.717,23.0,49.0,1.38,5.3,Mixed Sedimentary,SM,173.8,2425.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0995,1:1,0,3,East Khasi Block,25.494792,91.907407,3433.9,1697.64,30.45,251.12,-0.000693,-0.002584,4.3797,20.1530,10,Tree cover,0.666,23.6,61.2,1.31,4.7,Plutonic Acidic,PA,318.5,221.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0996,1:1,0,1,Garo Hills Block,26.062213,90.788263,36374.8,139.91,31.66,172.61,-0.000445,0.000954,4.5191,49.7258,10,Tree cover,0.828,22.5,48.8,1.43,5.3,Mixed Sedimentary,SM,162.3,466.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0997,1:1,0,3,East Khasi Block,25.045952,91.820672,16858.9,1152.20,29.50,310.48,0.002275,0.001412,4.3348,32.4935,10,Tree cover,0.814,39.6,21.1,1.31,5.7,Volcanic Basic,VB,241.8,315.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0998,1:1,0,2,West Khasi Block,25.472059,91.238885,4193.2,909.62,24.38,314.12,0.003981,0.000309,4.9500,23.0190,10,Tree cover,0.675,31.6,40.9,1.35,4.7,Metamorphic,MT,150.9,1317.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0999,1:1,0,5,Jaintia Hills Block,25.316684,92.802903,10842.6,552.61,15.71,107.64,0.000032,0.000341,6.1289,36.6669,10,Tree cover,0.765,25.4,44.3,1.41,5.3,Siliciclastic Sedimentary,SS,174.5,1566.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1000,1:1,0,5,Jaintia Hills Block,25.228887,92.100766,850.8,1344.70,32.32,136.61,-0.003244,0.000588,4.7424,36.7626,10,Tree cover,0.810,41.9,24.9,1.34,5.8,Carbonate Sedimentary,SC,192.0,726.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1001,1:1,0,5,Jaintia Hills Block,25.396125,92.358076,7490.9,1074.98,26.28,25.96,-0.001474,-0.000339,5.0921,41.3033,10,Tree cover,0.716,34.0,41.3,1.37,4.7,Metamorphic,MT,142.6,1090.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1002,1:1,0,4,Ri-Bhoi Block,25.868715,91.079193,5196.6,704.24,34.96,42.41,0.001699,-0.001688,4.5553,24.2240,10,Tree cover,0.778,32.5,38.2,1.31,4.5,Metamorphic,MT,30.7,670.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1003,1:1,0,5,Jaintia Hills Block,25.620383,92.278837,4825.8,1285.98,22.88,304.08,-0.000925,-0.002410,4.7750,31.0184,10,Tree cover,0.653,27.4,44.4,1.30,4.9,Metamorphic,MT,172.5,330.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1004,1:1,0,2,West Khasi Block,25.069431,91.394668,13001.4,823.17,30.95,211.45,0.002994,-0.000029,4.2873,26.7401,10,Tree cover,0.821,29.5,49.7,1.44,4.8,Siliciclastic Sedimentary,SS,128.3,498.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1005,1:1,0,4,Ri-Bhoi Block,26.018111,92.691853,17332.9,464.09,28.83,151.34,-0.000259,-0.002767,4.9098,35.7953,10,Tree cover,0.830,35.2,43.1,1.37,4.8,Metamorphic,MT,30.0,324.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1006,1:1,0,5,Jaintia Hills Block,25.167820,92.230868,1453.6,1075.58,20.60,54.12,0.003797,0.000301,5.4895,19.8962,10,Tree cover,0.827,39.9,29.1,1.33,5.4,Carbonate Sedimentary,SC,296.4,321.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1007,1:1,0,4,Ri-Bhoi Block,25.985324,91.000134,17924.5,518.97,15.45,58.03,0.002762,0.001101,6.0771,22.8596,10,Tree cover,0.826,35.1,40.0,1.36,4.6,Metamorphic,MT,107.4,400.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1008,1:1,0,3,East Khasi Block,25.296032,91.687071,3962.2,1397.35,24.86,48.29,-0.001517,-0.001638,5.4104,45.7936,60,Bare / sparse vegetation,0.391,26.2,46.5,1.41,5.3,Siliciclastic Sedimentary,SS,13.4,26.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1009,1:1,0,4,Ri-Bhoi Block,25.848857,92.292844,14147.1,1150.71,25.35,45.17,-0.000721,-0.001725,5.2798,26.4265,10,Tree cover,0.767,31.8,43.9,1.30,4.9,Metamorphic,MT,81.2,2489.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1010,1:1,0,2,West Khasi Block,25.192043,91.098581,4168.0,724.57,31.16,29.27,-0.004891,-0.000050,4.7307,25.8031,10,Tree cover,0.822,29.6,48.3,1.44,5.1,Siliciclastic Sedimentary,SS,124.6,983.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1011,1:1,0,1,Garo Hills Block,25.945048,90.663425,28268.7,95.94,18.86,106.25,-0.000365,0.000336,5.8768,19.0326,10,Tree cover,0.814,25.4,52.9,1.39,5.1,Mixed Sedimentary,SM,21.5,3089.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1012,1:1,0,1,Garo Hills Block,25.153808,90.739925,12499.1,177.80,16.13,166.44,0.002423,-0.000687,5.7932,18.5446,10,Tree cover,0.829,30.2,50.8,1.44,5.3,Mixed Sedimentary,SM,95.8,587.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1013,1:1,0,1,Garo Hills Block,25.536698,90.110669,10409.9,85.45,21.21,222.20,0.003028,-0.000568,4.9904,18.2059,10,Tree cover,0.654,24.0,50.9,1.33,5.3,Mixed Sedimentary,SM,61.6,411.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1014,1:1,0,3,East Khasi Block,25.062067,91.822761,15284.5,1178.42,27.73,314.37,0.002911,0.000470,4.5219,27.5510,10,Tree cover,0.819,40.0,21.1,1.32,5.7,Volcanic Basic,VB,128.9,525.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1015,1:1,0,4,Ri-Bhoi Block,25.966205,91.969265,1673.4,1255.26,17.60,128.33,0.004186,-0.000488,5.9467,20.9718,10,Tree cover,0.821,35.0,42.1,1.35,4.8,Metamorphic,MT,22.3,12354.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1016,1:1,0,4,Ri-Bhoi Block,25.867734,92.828102,15472.2,378.72,26.57,93.89,0.001358,-0.002146,5.2247,22.9095,10,Tree cover,0.778,32.5,46.8,1.31,5.1,Metamorphic,MT,258.4,2847.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1017,1:1,0,1,Garo Hills Block,25.095928,89.861294,37444.8,25.00,22.46,340.08,0.003809,0.000526,5.0592,20.2709,10,Tree cover,0.827,30.0,49.1,1.44,5.3,Mixed Sedimentary,SM,53.2,144.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1018,1:1,0,3,East Khasi Block,25.378022,91.980545,1152.1,1553.84,19.47,140.71,-0.000746,0.000391,5.6966,37.9630,10,Tree cover,0.727,34.4,42.6,1.38,4.6,Metamorphic,MT,251.3,1809.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1019,1:1,0,3,East Khasi Block,25.025085,91.988208,18131.8,1074.55,27.58,226.94,-0.002172,0.000160,4.4415,37.0488,10,Tree cover,0.806,28.2,51.2,1.43,5.1,Siliciclastic Sedimentary,SS,77.5,208.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1020,1:1,0,5,Jaintia Hills Block,25.132984,92.133545,1422.6,1166.69,23.44,179.79,-0.000026,0.001571,5.1258,18.0001,60,Bare / sparse vegetation,0.280,38.5,25.7,1.32,5.7,Carbonate Sedimentary,SC,15.9,89.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1021,1:1,0,3,East Khasi Block,25.512223,91.960107,3060.8,1709.68,22.36,223.84,-0.000249,-0.001796,4.9681,18.2989,60,Bare / sparse vegetation,0.162,30.1,41.8,1.34,4.5,Metamorphic,MT,14.9,692.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1022,1:1,0,1,Garo Hills Block,25.044002,90.983735,17294.4,473.13,25.43,293.64,-0.003975,0.000145,4.6554,30.9632,60,Bare / sparse vegetation,0.175,28.9,44.4,1.43,5.3,Mixed Sedimentary,SM,18.4,175.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1023,1:1,0,3,East Khasi Block,25.488899,91.694664,2439.0,1621.03,26.90,336.14,0.001353,-0.002184,4.6849,20.6808,10,Tree cover,0.668,30.9,40.1,1.34,4.4,Metamorphic,MT,254.7,585.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1024,1:1,0,4,Ri-Bhoi Block,25.782668,91.004739,1735.3,566.33,16.42,22.10,-0.002115,0.001464,5.7722,33.3884,10,Tree cover,0.725,29.5,39.8,1.29,4.6,Metamorphic,MT,163.2,6286.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1025,1:1,0,4,Ri-Bhoi Block,25.768943,91.547576,4092.9,1281.70,17.21,165.01,0.000038,0.002940,5.6547,35.8500,10,Tree cover,0.717,29.1,45.5,1.28,5.0,Metamorphic,MT,111.6,3447.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_1026,1:1,0,2,West Khasi Block,25.030593,91.445338,15053.1,835.36,29.57,221.36,-0.001622,-0.002025,4.2932,36.8691,10,Tree cover,0.808,28.4,47.5,1.43,4.9,Siliciclastic Sedimentary,SS,58.0,66.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
