grid_cell_id,latitude,longitude,spatial_block_id,spatial_block_name,elevation_m,slope_deg,static_susceptibility_P_S,dynamic_trigger_P_D,coupled_risk_score,alert_tier_code,alert_tier_name,alert_color_hex,recommended_action
CELL_MEG_0524,25.53694,91.94354,3,East Khasi Block,1717.2,21.2,0.0989,0.6284,0.0621,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0525,25.11938,90.88696,1,Garo Hills Block,341.9,22.1,0.0141,0.6284,0.0089,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0526,25.03165,92.45672,5,Jaintia Hills Block,787.5,33.7,0.0164,0.6284,0.0103,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0527,25.66429,91.30245,4,Ri-Bhoi Block,1082.0,30.8,0.019,0.6284,0.0119,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0528,25.02723,90.50215,1,Garo Hills Block,25.0,29.2,0.0169,0.6284,0.0106,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0529,25.51993,91.36185,2,West Khasi Block,1156.3,26.5,0.024,0.6284,0.0151,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0530,25.75755,91.97188,4,Ri-Bhoi Block,1532.0,17.3,0.0593,0.6284,0.0373,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0531,25.49053,91.94537,3,East Khasi Block,1695.3,27.9,0.3788,0.6284,0.2381,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_0532,26.06345,90.35886,1,Garo Hills Block,59.4,33.7,0.0863,0.6284,0.0542,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0533,25.53589,91.59407,2,West Khasi Block,1370.6,22.9,0.0966,0.6284,0.0607,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0534,25.15367,91.46581,2,West Khasi Block,1068.7,16.6,0.0669,0.6284,0.042,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0535,25.19352,91.28655,2,West Khasi Block,809.6,24.6,0.0197,0.6284,0.0124,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0536,25.08808,92.30506,5,Jaintia Hills Block,944.4,19.2,0.0531,0.6284,0.0334,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0537,25.55544,91.93142,3,East Khasi Block,1728.6,21.9,0.105,0.6284,0.066,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0538,25.53379,89.89069,1,Garo Hills Block,102.0,16.7,0.0322,0.6284,0.0203,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0539,25.159,91.45613,2,West Khasi Block,1074.8,18.2,0.0506,0.6284,0.0318,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0540,25.60512,91.96546,3,East Khasi Block,1707.8,24.2,0.0614,0.6284,0.0386,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0541,25.15213,91.90663,3,East Khasi Block,1261.0,24.7,0.0279,0.6284,0.0176,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0542,25.59667,91.92294,3,East Khasi Block,1751.2,27.3,0.2161,0.6284,0.1358,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0543,25.9119,89.84878,1,Garo Hills Block,55.6,27.8,0.0101,0.6284,0.0064,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0544,26.0051,91.86027,4,Ri-Bhoi Block,1280.2,25.6,0.0192,0.6284,0.012,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0545,26.01556,92.33598,4,Ri-Bhoi Block,869.8,22.1,0.0208,0.6284,0.013,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0546,26.01229,89.81,1,Garo Hills Block,25.0,27.9,0.0177,0.6284,0.0111,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0547,25.15657,91.71994,3,East Khasi Block,1292.7,17.7,0.0391,0.6284,0.0246,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0548,25.64031,92.58709,5,Jaintia Hills Block,864.7,27.6,0.0748,0.6284,0.047,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0549,25.58031,91.64184,3,East Khasi Block,1503.1,25.9,0.5631,0.6284,0.3538,Level 4: Red,Critical / Immediate Action Trigger,#ef4444,Critical landslide hazard. Immediate emergency protocols and slope closures.
CELL_MEG_0550,25.74705,90.1713,1,Garo Hills Block,25.0,15.0,0.04,0.6284,0.0251,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0551,25.53366,89.86119,1,Garo Hills Block,126.6,20.0,0.0147,0.6284,0.0092,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0552,25.665,89.82277,1,Garo Hills Block,25.0,34.9,0.022,0.6284,0.0138,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0553,25.23079,90.16991,1,Garo Hills Block,123.0,26.4,0.0162,0.6284,0.0102,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0554,25.66706,91.30085,4,Ri-Bhoi Block,1082.0,30.5,0.0614,0.6284,0.0386,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0555,25.90904,92.66962,4,Ri-Bhoi Block,650.8,31.5,0.0114,0.6284,0.0072,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0556,25.45025,92.10182,5,Jaintia Hills Block,1512.3,32.6,0.2055,0.6284,0.1291,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0557,25.90785,92.63517,4,Ri-Bhoi Block,691.7,29.5,0.017,0.6284,0.0107,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0558,25.66628,92.15952,4,Ri-Bhoi Block,1474.7,35.7,0.1388,0.6284,0.0872,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0559,25.04301,92.20795,5,Jaintia Hills Block,1087.5,31.7,0.0258,0.6284,0.0162,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0560,25.04122,92.17761,5,Jaintia Hills Block,1094.3,34.7,0.0271,0.6284,0.0171,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0561,25.18855,92.0195,5,Jaintia Hills Block,1371.3,20.6,0.0636,0.6284,0.0399,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0562,25.43793,92.05656,5,Jaintia Hills Block,1542.2,27.4,0.056,0.6284,0.0352,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0563,25.26657,90.46939,1,Garo Hills Block,82.6,24.3,0.0389,0.6284,0.0244,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0564,25.68803,92.37878,4,Ri-Bhoi Block,1045.2,31.7,0.1954,0.6284,0.1228,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0565,25.33532,90.41282,1,Garo Hills Block,27.1,16.1,0.0207,0.6284,0.013,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0566,25.66952,90.17283,1,Garo Hills Block,25.0,25.9,0.018,0.6284,0.0113,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0567,25.51967,91.74464,3,East Khasi Block,1738.5,16.9,0.0915,0.6284,0.0575,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0568,25.15209,89.83348,1,Garo Hills Block,75.4,23.2,0.0174,0.6284,0.0109,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0569,25.50168,91.52566,2,West Khasi Block,1310.8,20.6,0.047,0.6284,0.0295,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0570,25.08022,92.12491,5,Jaintia Hills Block,1104.9,28.9,0.0555,0.6284,0.0349,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0571,25.98848,92.72693,4,Ri-Bhoi Block,469.4,21.7,0.0512,0.6284,0.0322,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0572,25.44519,89.81145,1,Garo Hills Block,42.9,35.7,0.0187,0.6284,0.0118,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0573,25.52602,89.94815,1,Garo Hills Block,25.0,16.2,0.0291,0.6284,0.0183,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0574,25.03068,91.38674,2,West Khasi Block,788.0,35.5,0.1168,0.6284,0.0734,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0575,25.85369,92.60661,4,Ri-Bhoi Block,760.7,30.0,0.0227,0.6284,0.0143,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0576,25.58349,91.8053,3,East Khasi Block,1740.6,19.1,0.1181,0.6284,0.0742,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0577,25.07411,91.02235,2,West Khasi Block,485.1,24.0,0.0182,0.6284,0.0115,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0578,25.53273,91.26581,2,West Khasi Block,905.8,16.1,0.0961,0.6284,0.0604,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0579,26.08674,90.5608,1,Garo Hills Block,43.3,35.0,0.1398,0.6284,0.0879,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0580,25.19614,91.27992,2,West Khasi Block,798.0,24.4,0.0202,0.6284,0.0127,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0581,25.02348,91.54037,2,West Khasi Block,1024.0,28.2,0.0316,0.6284,0.0199,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0582,25.54754,92.48997,5,Jaintia Hills Block,932.6,17.9,0.5288,0.6284,0.3323,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_0583,26.01185,92.3541,4,Ri-Bhoi Block,843.5,23.6,0.0273,0.6284,0.0171,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0584,25.61724,91.5636,2,West Khasi Block,1418.6,27.2,0.0742,0.6284,0.0467,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0585,25.58721,92.02176,5,Jaintia Hills Block,1668.8,17.1,0.5538,0.6284,0.348,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_0586,25.62413,91.31927,2,West Khasi Block,1072.7,30.4,0.0798,0.6284,0.0502,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0587,25.03447,92.45168,5,Jaintia Hills Block,788.4,34.1,0.0378,0.6284,0.0237,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0588,25.44878,90.08352,1,Garo Hills Block,44.9,35.1,0.0174,0.6284,0.0109,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0589,25.98773,92.79825,4,Ri-Bhoi Block,488.9,14.9,0.0987,0.6284,0.0621,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0590,26.02131,92.64606,4,Ri-Bhoi Block,529.8,28.4,0.0246,0.6284,0.0155,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0591,25.46983,91.50823,2,West Khasi Block,1310.6,24.8,0.1008,0.6284,0.0633,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0592,25.21675,92.41406,5,Jaintia Hills Block,1012.6,34.9,0.073,0.6284,0.0459,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0593,26.07155,91.35907,4,Ri-Bhoi Block,815.9,35.9,0.2082,0.6284,0.1308,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0594,25.50924,91.56269,2,West Khasi Block,1325.0,23.0,0.0799,0.6284,0.0502,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0595,25.62715,91.89976,3,East Khasi Block,1776.0,33.8,0.044,0.6284,0.0276,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0596,25.49891,91.7878,3,East Khasi Block,1737.9,21.1,0.2387,0.6284,0.15,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0597,25.49944,91.71665,3,East Khasi Block,1679.7,22.5,0.1885,0.6284,0.1184,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0598,25.55567,91.90732,3,East Khasi Block,1744.4,23.7,0.1523,0.6284,0.0957,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0599,25.10343,92.16408,5,Jaintia Hills Block,1140.6,26.0,0.0402,0.6284,0.0253,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0600,25.0813,91.06522,2,West Khasi Block,484.3,27.6,0.0296,0.6284,0.0186,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0601,25.25839,90.04949,1,Garo Hills Block,25.0,34.7,0.0263,0.6284,0.0165,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0602,25.86399,91.68267,4,Ri-Bhoi Block,1369.0,32.5,0.0515,0.6284,0.0324,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0603,25.95296,92.05809,4,Ri-Bhoi Block,1179.7,16.5,0.0402,0.6284,0.0253,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0604,25.73842,90.22549,1,Garo Hills Block,32.8,17.1,0.0428,0.6284,0.0269,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0605,25.37824,91.27089,2,West Khasi Block,1046.4,18.7,0.1714,0.6284,0.1077,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0606,25.66975,91.28659,4,Ri-Bhoi Block,1075.9,28.6,0.0212,0.6284,0.0133,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0607,25.08058,90.55268,1,Garo Hills Block,39.5,28.7,0.0183,0.6284,0.0115,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0608,25.2889,90.64884,1,Garo Hills Block,86.5,25.1,0.0243,0.6284,0.0153,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0609,25.45175,91.79752,3,East Khasi Block,1672.9,27.8,0.0739,0.6284,0.0464,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0610,25.13464,89.83156,1,Garo Hills Block,48.0,22.4,0.0644,0.6284,0.0405,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0611,25.5526,91.65533,3,East Khasi Block,1534.5,23.1,0.691,0.6284,0.4342,Level 4: Red,Critical / Immediate Action Trigger,#ef4444,Critical landslide hazard. Immediate emergency protocols and slope closures.
CELL_MEG_0612,25.08198,91.84057,3,East Khasi Block,1230.2,26.4,0.0369,0.6284,0.0232,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0613,25.04237,91.65666,3,East Khasi Block,1072.4,34.5,0.0578,0.6284,0.0364,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0614,25.47809,92.1769,5,Jaintia Hills Block,1380.7,32.8,0.0406,0.6284,0.0255,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0615,25.06517,92.26064,5,Jaintia Hills Block,1024.8,23.4,0.0243,0.6284,0.0153,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0616,25.10681,89.83639,1,Garo Hills Block,25.0,23.7,0.017,0.6284,0.0107,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0617,26.08698,92.60133,4,Ri-Bhoi Block,592.2,29.4,0.0362,0.6284,0.0227,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0618,25.99591,89.80635,1,Garo Hills Block,25.0,25.5,0.0206,0.6284,0.013,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0619,25.53743,89.85532,1,Garo Hills Block,127.0,20.4,0.0292,0.6284,0.0184,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0620,25.96789,92.09494,4,Ri-Bhoi Block,1149.2,19.9,0.0729,0.6284,0.0458,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0621,26.02358,91.76003,4,Ri-Bhoi Block,1102.4,20.1,0.1107,0.6284,0.0696,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0622,25.96162,92.60167,4,Ri-Bhoi Block,682.7,18.0,0.032,0.6284,0.0201,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0623,25.61468,91.80141,3,East Khasi Block,1703.3,24.1,0.0807,0.6284,0.0507,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0624,25.06317,90.87888,1,Garo Hills Block,305.3,31.3,0.0172,0.6284,0.0108,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0625,25.63644,92.23897,5,Jaintia Hills Block,1373.5,27.6,0.0407,0.6284,0.0256,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0626,25.52281,89.96114,1,Garo Hills Block,25.0,17.6,0.0236,0.6284,0.0148,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0627,25.3919,91.49098,2,West Khasi Block,1250.2,19.6,0.1404,0.6284,0.0882,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0628,25.33553,91.97423,3,East Khasi Block,1516.5,17.1,0.0616,0.6284,0.0387,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0629,26.00188,89.81721,1,Garo Hills Block,25.0,25.9,0.0496,0.6284,0.0312,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0630,25.04764,91.03503,2,West Khasi Block,461.4,29.3,0.0225,0.6284,0.0142,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0631,25.06378,90.6635,1,Garo Hills Block,115.2,26.1,0.0219,0.6284,0.0138,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0632,25.50924,91.54431,2,West Khasi Block,1313.0,20.9,0.1418,0.6284,0.0891,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0633,25.97435,92.73384,4,Ri-Bhoi Block,482.9,20.1,0.0394,0.6284,0.0248,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0634,25.73705,90.81746,1,Garo Hills Block,305.3,24.5,0.0222,0.6284,0.014,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0635,25.02945,90.58718,1,Garo Hills Block,88.2,36.0,0.0165,0.6284,0.0104,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0636,25.82389,90.6012,1,Garo Hills Block,25.0,31.4,0.1685,0.6284,0.1059,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0637,25.07636,90.60876,1,Garo Hills Block,111.5,29.8,0.0444,0.6284,0.0279,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0638,25.20947,91.89231,3,East Khasi Block,1288.0,34.0,0.1589,0.6284,0.0998,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_0639,25.47168,91.11114,2,West Khasi Block,808.2,34.4,0.1339,0.6284,0.0842,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0640,25.93175,90.26259,1,Garo Hills Block,54.0,23.5,0.0136,0.6284,0.0086,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0641,25.59823,91.73463,3,East Khasi Block,1645.3,19.9,0.6309,0.6284,0.3964,Level 4: Red,Critical / Immediate Action Trigger,#ef4444,Critical landslide hazard. Immediate emergency protocols and slope closures.
CELL_MEG_0642,25.15141,91.41773,2,West Khasi Block,1026.4,21.8,0.0563,0.6284,0.0353,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0643,25.14469,91.2364,2,West Khasi Block,767.9,14.4,0.0334,0.6284,0.021,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0644,25.90056,89.85562,1,Garo Hills Block,74.0,28.9,0.01,0.6284,0.0063,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0645,25.60222,91.77674,3,East Khasi Block,1690.0,20.1,0.3185,0.6284,0.2001,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_0646,25.1906,91.78588,3,East Khasi Block,1370.1,21.9,0.0542,0.6284,0.0341,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0647,26.06544,92.67257,4,Ri-Bhoi Block,509.9,35.7,0.029,0.6284,0.0182,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0648,25.84574,92.57177,4,Ri-Bhoi Block,753.8,25.9,0.0456,0.6284,0.0287,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0649,25.57306,92.21583,5,Jaintia Hills Block,1330.5,20.6,0.139,0.6284,0.0873,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0650,25.5408,89.85869,1,Garo Hills Block,124.7,19.8,0.0336,0.6284,0.0211,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_0651,25.33166,91.6884,3,East Khasi Block,1405.2,20.1,0.2458,0.6284,0.1545,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_0652,25.05528,92.38382,5,Jaintia Hills Block,783.9,32.8,0.0242,0.6284,0.0152,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
